X,Y,FID,OBJECTID,CITY_NAME,GMI_ADMIN,ADMIN_NAME,FIPS_CNTRY,CNTRY_NAME,STATUS,POP,POP_RANK,POP_CLASS,PORT_ID,LABEL_FLAG,POP_SOURCE
103.654998374249,16.0509959332189,1241,2232,Roi Et,THA-RET,Roi Et,TH,Thailand,Provincial capital,365113,4,"250,000 to 499,999",0,1,UN_Data_2010_2020
102.040002305604,15.797997068494,1242,2233,Chaiyaphum,THA-CHY,Chaiyaphum,TH,Thailand,Provincial capital,205112,5,"100,000 to 249,999",0,1,UN_Data_2010_2020
103.112001311857,14.9959980561617,1243,2234,Buriram,THA-BRR,Buriram,TH,Thailand,Provincial capital,8305218,1,"5,000,000 and greater",0,1,UN_Data_2010_2020
102.102003406206,14.968998073318,1244,2235,Nakhon Ratchasima,THA-NRT,Nakhon Ratchasima,TH,Thailand,Provincial capital,653075,3,"500,000 to 999,999",0,1,UN_Data_2010_2020
103.497003347219,14.8860000750873,1245,2236,Surin,THA-SUR,Surin,TH,Thailand,Provincial capital,153159,5,"100,000 to 249,999",0,1,UN_Data_2010_2020
104.966703439346,13.8167009347312,1246,2237,Phnum Tbeng Meanchey,KHM-PVI,Preah Vihear,CB,Cambodia,Provincial capital,0,0, ,0,0, 
105.974001313616,13.5230040118009,1247,2238,Stoeng Treng,KHM-STR,Stoeng Treng,CB,Cambodia,Provincial capital,0,0, ,0,1, 
104.888997443049,12.7119960690697,1248,2239,Kampong Thum,KHM-KTH,Kampong Thum,CB,Cambodia,Provincial capital,0,0, ,0,1, 
106.023996409271,12.4689960579922,1249,2240,Kracheh,KHM-KRC,Kracheh,CB,Cambodia,Provincial capital,0,0, ,0,1, 
104.663997420534,12.2570010652748,1250,2241,Kampong Chnang,KHM-KCN,Kampong Chhnang,CB,Cambodia,Provincial capital,0,0, ,0,0, 
105.464997408016,11.9909970052688,1251,2242,Kampong Cham,KHM-KCH,Kampong Cham,CB,Cambodia,Provincial capital,0,0, ,0,1, 
104.913189333682,11.5647390662867,1252,2243,Phnom Penh,KHM-PPE,Phnum Penh,CB,Cambodia,National and provincial capital,1958000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020
105.324003344699,11.4839999200021,1253,2244,Prey Veng,KHM-PVE,Prey Veng,CB,Cambodia,Provincial capital,0,0, ,0,1, 
104.5189983217,11.4519960422758,1254,2245,Kampong Spoe,KHM-KSP,Kampong Spoe,CB,Cambodia,Provincial capital,0,0, ,0,1, 
106.146999420143,11.3229990477893,1255,2246,Tay Ninh,VNM-TNI,Tay Ninh,VM,Vietnam,Provincial capital,0,0, ,0,1, 
103.366701348597,19.333295965783,1256,2247,Xiangkhoang,LAO-XNG,Xiangkhoang,LA,Laos,Provincial capital,0,0, ,0,1, 
101.484000378898,19.195001933847,1257,2248,Muang Xaignabouri,LAO-XGN,Xaignabouri,LA,Laos,Provincial capital,0,0, ,0,0, 
102.680235414767,18.0017369986903,1258,2249,Vientiane,LAO-VNG,Viangchan,LA,Laos,National and provincial capital,1246000,2,"1,000,000 to 4,999,999",0,1,UN_Habitat_2020
102.746997314757,17.8839990159148,1259,2250,Nong Khai,THA-NKH,Nong Khai,TH,Thailand,Provincial capital,232798,5,"100,000 to 249,999",0,1,UN_Data_2010_2020
101.735001359407,17.4899969862717,1260,2251,Loei,THA-LOE,Loei,TH,Thailand,Provincial capital,164180,5,"100,000 to 249,999",0,1,UN_Data_2010_2020
102.789999401948,17.406998988041,1261,2252,Udon Thani,THA-UTA,Udon Thani,TH,Thailand,Provincial capital,483057,4,"250,000 to 499,999",0,1,UN_Data_2010_2020
106.33302936482,20.4503040450439,1262,2253,Thai Binh,VNM-TBI,Thai Binh,VM,Vietnam,Provincial capital,0,0, ,0,1, 
105.210999352958,21.8179980239273,1263,2254,Tuyen Quang,VNM-TQN,Tuyen Quang,VM,Vietnam,Provincial capital,0,0, ,0,1, 
104.875002324519,21.7050029683037,1264,2255,Yen Bai,VNM-YBA,Yen Bai,VM,Vietnam,Provincial capital,0,0, ,0,1, 
105.863004307692,21.5510040406728,1265,2256,Thai Nguyen,VNM-BTH,Bac Thai,VM,Vietnam,Provincial capital,0,0, ,0,0, 
105.427998406042,21.3049980189285,1266,2257,Viet Tri,VNM-VPH,Vinh Phu,VM,Vietnam,Provincial capital,0,0, ,0,0, 
105.820002385985,21.0300030662423,1267,2258,Hanoi,VNM-HNO,Ha Noi,VM,Vietnam,National capital and provincial capital enclave,4201000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020
105.33300333898,20.8299960407541,1268,2259,Hoa Binh,VNM-HBN,Hoa Binh,VM,Vietnam,Provincial capital,0,0, ,0,1, 
105.975000338466,20.2529970509368,1269,2260,Ninh Binh,VNM-NBN,Ninh Binh,VM,Vietnam,Provincial capital,0,0, ,0,1, 
105.777000298795,19.808999925639,1270,2261,Thanh Hoa,VNM-THO,Thanh Hoa,VM,Vietnam,Provincial capital,0,0, ,0,1, 
106.757001312536,21.8459970316206,1271,2262,Lang Son,VNM-LSO,Lang Son,VM,Vietnam,Provincial capital,0,0, ,0,1, 
106.191999391549,21.2709959260192,1272,2263,Phu Lang Thuong,VNM-HBA,Ha Bac,VM,Vietnam,Provincial capital,0,0, ,0,0, 
106.331004341285,20.9420010076456,1273,2264,Hai Duong,VNM-HHU,Hai Hung,VM,Vietnam,Provincial capital,0,0, ,0,0, 
106.679790443346,20.8613520499551,1274,2265,Haiphong,VNM-HPH,Hai Phong,VM,Vietnam,Other,1280000,2,"1,000,000 to 4,999,999",57680,0,UN_Habitat_2020
107.133300396785,16.8499980364855,1275,2266,Dong Ha,VNM-QTR,Quang Tri,VM,Vietnam,Provincial capital,0,0, ,0,0, 
107.585001282862,16.4629979514244,1276,2267,Hue,VNM-TTH,Thua Thien Hue,VM,Vietnam,Provincial capital,0,0, ,0,0, 
108.215001379001,16.0520040596696,1277,2268,Da Nang,VNM-QND,Quang Nam-Da Nang,VM,Vietnam,Provincial capital,1140000,2,"1,000,000 to 4,999,999",57650,0,UN_Habitat_2020
108.811998407081,15.1239960257986,1278,2269,Quang Ngai,VNM-QNG,Quang Ngai,VM,Vietnam,Provincial capital,0,0, ,0,1, 
108.015003289631,14.34999602116,1279,2270,Kon Tum,VNM-KTM,Kon Tum,VM,Vietnam,Provincial capital,0,0, ,0,1, 
108.016668386208,13.9500000079022,1280,2271,Play Cu,VNM-GLA,Gia Lai,VM,Vietnam,Provincial capital,0,0, ,0,0, 
109.233324436572,13.7666609930048,1281,2272,Qui Nhon,VNM-BDN,Binh Dinh,VM,Vietnam,Provincial capital,0,0, ,0,0, 
106.981002310202,13.5070020729377,1282,2273,Lumphat,KHM-RTN,Rotanokiri,CB,Cambodia,Provincial capital,0,0, ,0,0, 
109.315998417798,13.0820039610522,1283,2274,Tuy Hoa,VNM-PYN,Phu Yen,VM,Vietnam,Provincial capital,0,0, ,0,0, 
108.05000440739,12.6666629790578,1284,2275,Buon Me Thuot,VNM-DLA,Dac Lac,VM,Vietnam,Provincial capital,0,0, ,0,0, 
107.199999412984,12.4499970445799,1285,2276,Senmonorom,KHM-MKI,Mondol Kiri,CB,Cambodia,Provincial capital,0,0, ,0,0, 
109.203003362174,12.2429970106276,1286,2277,Nha Trang,VNM-KHO,Khanh Hoa,VM,Vietnam,Provincial capital,0,0, ,57620,0, 
108.441999285732,11.9449980090128,1287,2278,Da Lat,VNM-LDO,Lam Dong,VM,Vietnam,Provincial capital,0,0, ,0,0, 
103.466700310541,4.24999793403099,1288,2279,Kemaman Harbor,MYS-TRN,Terengganu,MY,Malaysia,Other,0,0, ,57416,0, 
103.333302443625,3.79999805448471,1289,2280,Kuantan New Port,MYS-PHN,Pahang,MY,Malaysia,Other,418219,4,"250,000 to 499,999",57410,0,UN_Data_2010_2020
108.104004373077,10.9209960487146,1290,2281,Phan Thiet,VNM-BTN,Binh Thuan,VM,Vietnam,Provincial capital,0,0, ,0,0, 
103.1409993444,5.32500295095138,1291,2282,Kuala Terengganu,MYS-TRN,Terengganu,MY,Malaysia,Provincial capital,246266,5,"100,000 to 249,999",57420,0,UN_Data_2010_2020
102.042000355303,4.18400106499672,1292,2283,Kuala Lipis,MYS-PHN,Pahang,MY,Malaysia,Provincial capital,0,0, ,0,0, 
101.708001376563,3.14999992008404,1293,2284,Kuala Lumpur,MYS-KLL,Kuala Lumpur,MY,Malaysia,National and provincial capital,1839451,2,"1,000,000 to 4,999,999",0,1,UN_Data_2010_2020
101.549997413416,3.06669594256771,1294,2285,Shah Alam,MYS-SLN,Selangor,MY,Malaysia,Provincial capital,195049,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
110.343996312011,1.54899896996869,1295,2286,Kuching,MYS-SRW,Sarawak,MY,Malaysia,Provincial capital,157668,5,"100,000 to 249,999",51560,0,UN_Data_2010_2020
101.950002362791,2.70800100996921,1296,2287,Seremban,MYS-NSM,Negeri Sembilan,MY,Malaysia,Provincial capital,385935,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
102.255003308988,2.19999596373542,1297,2288,Melaka,MYS-MEL,Melaka,MY,Malaysia,Provincial capital,0,0, ,49970,1, 
103.760001396558,1.50000306464715,1298,2289,Johor Baharu,MYS-JOH,Johor,MY,Malaysia,Provincial capital,518627,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
101.432997322276,0.550997967664604,1299,2290,Pekanbaru,IDN-RIA,Riau,ID,Indonesia,Provincial capital,897767,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
103.831794330751,1.268855986133,1300,2291,Singapore,SGP,Singapore,SN,Singapore,National capital,5703569,1,"5,000,000 and greater",50000,1,UN_Data_2010_2020
101.250000362102,6.86400296594756,1301,2292,Pattani,THA-PTT,Pattani,TH,Thailand,Provincial capital,104617,5,"100,000 to 249,999",0,1,UN_Data_2010_2020
101.288997413776,6.55000202546983,1302,2293,Yala,THA-YAL,Yala,TH,Thailand,Provincial capital,119744,5,"100,000 to 249,999",0,1,UN_Data_2010_2020
101.82500130222,6.42799803944746,1303,2294,Narathiwat,THA-NRH,Narathiwat,TH,Thailand,Provincial capital,133718,5,"100,000 to 249,999",57432,1,UN_Data_2010_2020
102.240000394974,6.1180019690023,1304,2295,Kota Baharu,MYS-KLN,Kelantan,MY,Malaysia,Provincial capital,332288,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
105.801003372573,11.0799990367117,1305,2296,Svay Rieng,KHM-SRI,Svay Rieng,CB,Cambodia,Provincial capital,0,0, ,0,1, 
104.783301375175,10.9833029631192,1306,2297,Takev,KHM-TAK,Takev,CB,Cambodia,Provincial capital,0,0, ,0,1, 
106.652745283463,10.9690740161793,1307,2298,Thu Dau Mot,VNM-SBE,Song Be,VM,Vietnam,Provincial capital,0,0, ,0,0, 
106.816662308716,10.9500030173754,1308,2299,Bien Hoa,VNM-DNA,Dong Nai,VM,Vietnam,Provincial capital,0,0, ,0,0, 
106.662456361028,10.759184968507,1309,2300,Ho Chi Minh City,VNM-HCM,Ho Chi Minh,VM,Vietnam,Other,8535000,1,"5,000,000 and greater",0,0,UN_Habitat_2020
104.182002433895,10.6059959179034,1310,2301,Kampot,KHM-KMP,Kampot,CB,Cambodia,Provincial capital,0,0, ,57500,1, 
105.437997425172,10.3820040218393,1311,2302,Long Xuyen,VNM-AGI,An Giang,VM,Vietnam,Provincial capital,0,0, ,0,0, 
105.084999433021,10.0070010056085,1312,2303,Rach Gia,VNM-KGI,Kien Giang,VM,Vietnam,Provincial capital,0,0, ,0,0, 
106.413003314665,10.5309990545879,1313,2304,Tan An,VNM-LAN,Long An,VM,Vietnam,Provincial capital,0,0, ,0,0, 
105.63599729936,10.4670000697695,1314,2305,Cao Lanh,VNM-DTH,Dong Thap,VM,Vietnam,Provincial capital,0,0, ,0,0, 
106.36700431841,10.3539960780284,1315,2306,My Tho,VNM-TGI,Tien Giang,VM,Vietnam,Provincial capital,0,0, ,0,0, 
105.964002294485,10.256003936418,1316,2307,Vinh Long,VNM-VLN,Vinh Long,VM,Vietnam,Provincial capital,0,0, ,0,1, 
106.374996351724,10.2349979371889,1317,2308,Truc Giang,VNM-BTR,Ben Tre,VM,Vietnam,Provincial capital,0,0, ,0,0, 
105.78400240886,10.0320029387529,1318,2309,Can Tho,VNM-CTH,Can Tho,VM,Vietnam,Provincial capital,1753000,2,"1,000,000 to 4,999,999",0,1,UN_Habitat_2020
106.334001415834,9.93400202650877,1319,2310,Tra Vinh,VNM-TVN,Tra Vinh,VM,Vietnam,Provincial capital,0,0, ,0,1, 
105.966666415912,9.60000304776906,1320,2311,Soc Trang,VNM-STR,Soc Trang,VM,Vietnam,Provincial capital,0,0, ,0,1, 
105.733323369243,9.28333798586419,1321,2312,Bac Lieu,VNM-MHA,Minh Hai,VM,Vietnam,Provincial capital,0,0, ,0,0, 
91.1320022864106,29.6510040237945,1322,2313,Lhasa,CHN-XZN,Xizang,CH,China,Provincial capital,0,0, ,0,0, 
97.3880013083394,25.3790010015259,1323,2314,Myitkyina,MMR-KST,Kachin State,BM,Myanmar,Provincial capital,306949,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
93.9410013473316,24.7879979570613,1324,2315,Imphal,IND-MNP,Manipur,IN,India,Provincial capital,277196,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
93.6167043445549,22.6500030297699,1325,2316,Haka,MMR-CST,Chin State,BM,Myanmar,Provincial capital,0,0, ,0,0, 
92.7333004451776,23.6666970662006,1326,2317,Aizawl,IND-MZR,Mizoram,IN,India,Provincial capital,293416,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
93.5499963922377,27.1500029836191,1327,2318,Itanagar,IND-APD,Arunachal Pradesh,IN,India,Provincial capital,0,0, ,0,0, 
91.7832963233452,26.1333000110707,1328,2319,Dispur,IND-ASS,Assam,IN,India,Provincial capital,0,0, ,0,0, 
94.1159973380743,25.6680000088594,1329,2320,Kohima,IND-NGL,Nagaland,IN,India,Provincial capital,0,0, ,0,0, 
91.8833313607263,25.5666599673429,1330,2321,Shillong,IND-MGH,Meghalaya,IN,India,Provincial capital,143229,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
91.2666963868274,23.8167000599165,1331,2322,Agartala,IND-TRP,Tripura,IN,India,Provincial capital,400004,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
90.4071423233602,23.7099149440825,1332,2323,Dhaka,BGD-DAK,Dhaka,BG,Bangladesh,National and provincial capital,8906035,1,"5,000,000 and greater",0,1,UN_Data_2010_2020
90.3740043861185,22.7030039706078,1333,2324,Barisal,BGD-BRS,Barisal,BG,Bangladesh,Provincial capital,339308,4,"250,000 to 499,999",0,1,UN_Data_2010_2020
104.499999308288,43.4500020772899,1334,2325,Dalandzadgad,MNG-OMN,Omnogovi,MG,Mongolia,Provincial capital,0,0, ,0,0, 
110.116998405281,44.8849979293427,1335,2326,Saynshand,MNG-DRG,Dornogovi,MG,Mongolia,Provincial capital,0,0, ,0,0, 
111.648996310211,40.814000957412,1336,2327,Huhot,CHN-NMN,Nei Mongol,CH,China,Provincial capital,2010000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020
106.26300032095,38.4679980352008,1337,2328,Yinchuan,CHN-NNG,Ningxia,CH,China,Provincial capital,1700000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020
101.7649984168,36.645003073237,1338,2329,Xining,CHN-QNG,Qinghai,CH,China,Provincial capital,1628000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020
103.599999383712,36.1130040548261,1339,2330,Lanzhou,CHN-GAN,Gansu,CH,China,Provincial capital,3267000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020
112.361238309743,34.6713479819475,1340,2331,Luoyang,CHN-HEN,Henan,CH,China,Other,1982000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020
108.883359428923,34.2657000397986,1341,2332,Xi'an,CHN-SHA,Shaanxi,CH,China,Other,6303000,1,"5,000,000 and greater",0,0,UN_Habitat_2020
109.808001359685,40.6590030049313,1342,2333,Baotou,CHN-NMN,Nei Mongol,CH,China,Other,2319000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020
104.07099632637,30.6700019237266,1343,2334,Chengdu,CHN-SCH,Sichuan,CH,China,Provincial capital,9074000,1,"5,000,000 and greater",0,0,UN_Habitat_2020
106.522695316454,29.5441020764973,1344,2335,Chongqing,CHN-SCH,Sichuan,CH,China,Other,12479000,1,"5,000,000 and greater",0,0,UN_Habitat_2020
106.700004437783,26.5719960328344,1345,2336,Guiyang,CHN-GUI,Guizhou,CH,China,Provincial capital,3226000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020
102.701997343351,25.0509960064007,1346,2337,Kunming,CHN-YNN,Yunnan,CH,China,Provincial capital,4371000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020
108.296001327533,22.8380040503101,1347,2338,Nanning,CHN-GNG,Guangxi,CH,China,Provincial capital,2632000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020
104.933340444329,22.8333329430662,1348,2339,Ha Giang,VNM-HGN,Ha Giang,VM,Vietnam,Provincial capital,0,0, ,0,1, 
106.268004381316,22.6639979828161,1349,2340,Cao Bang,VNM-CBA,Cao Bang,VM,Vietnam,Provincial capital,0,0, ,0,1, 
103.950000301314,22.500000036054,1350,2341,Lao Cai,VNM-LCA,Lao Cai,VM,Vietnam,Provincial capital,0,0, ,0,1, 
121.598199398832,39.0317219258889,1351,2342,Dalian,CHN-LNN,Liaoning,CH,China,Other,4067000,2,"1,000,000 to 4,999,999",60250,0,UN_Habitat_2020
120.434130414675,36.1483559979423,1352,2343,Qingdao,CHN-SHD,Shandong,CH,China,Other,4935000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020
119.304000308669,26.0710020327837,1353,2344,Fuzhou,CHN-FUJ,Fujian,CH,China,Provincial capital,3830000,2,"1,000,000 to 4,999,999",59860,0,UN_Habitat_2020
121.506723341781,25.0350930267656,1354,2345,Taipei,CHN-TWN,Taiwan,CH,China,Provincial capital,3001000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020
120.670281388072,24.1436429809179,1355,2346,T'aichung,CHN-TWN,Taiwan,CH,China,Other,1404000,2,"1,000,000 to 4,999,999",57955,0,UN_Habitat_2020
120.209688403058,23.0159790778832,1356,2347,T'ainan,CHN-TWN,Taiwan,CH,China,Other,932000,3,"500,000 to 999,999",0,0,UN_Habitat_2020
120.286053319783,22.608018005148,1357,2348,Kaoshsiung,CHN-TWN,Taiwan,CH,China,Other,1723000,2,"1,000,000 to 4,999,999",57920,0,UN_Habitat_2020
118.769004381193,32.04800106651,1358,2349,Nanjing,CHN-JNS,Jiangsu,CH,China,Provincial capital,7732000,1,"5,000,000 and greater",60000,0,UN_Habitat_2020
117.276003362452,31.8609990708194,1359,2350,Hefei,CHN-ANH,Anhui,CH,China,Provincial capital,4549000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020
121.473000419805,31.2479999383934,1360,2351,Shanghai,CHN-SHN,Shanghai,CH,China,Provincial capital,26121000,1,"5,000,000 and greater",59970,1,UN_Habitat_2020
114.279003280991,30.5730000363321,1361,2352,Wuhan,CHN-HUB,Hubei,CH,China,Provincial capital,11641000,1,"5,000,000 and greater",60060,0,UN_Habitat_2020
120.165003347055,30.2529960106386,1362,2353,Hangzhou,CHN-ZHJ,Zhejiang,CH,China,Provincial capital,7674000,1,"5,000,000 and greater",0,0,UN_Habitat_2020
115.889004390871,28.6710030100529,1363,2354,Nanchang,CHN-JNG,Jiangxi,CH,China,Provincial capital,3185000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020
113.000004406269,28.0999980038502,1364,2355,Changsha,CHN-HUN,Hunan,CH,China,Provincial capital,4473000,2,"1,000,000 to 4,999,999",60080,0,UN_Habitat_2020
113.293611306089,23.0961870216222,1365,2356,Guangzhou,CHN-GND,Guangdong,CH,China,Other,14167000,1,"5,000,000 and greater",57830,0,UN_Habitat_2020
123.383052363188,41.8021649490872,1366,2357,Shenyang,CHN-LNN,Liaoning,CH,China,Other,6772000,1,"5,000,000 and greater",0,0,UN_Habitat_2020
122.977008418643,41.1152490651885,1367,2358,Anshan,CHN-LNN,Liaoning,CH,China,Other,2086000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020
116.388036416661,39.9061890457427,1368,2359,Beijing,CHN-BJN,Beijing,CH,China,National and provincial capital,20781000,1,"5,000,000 and greater",0,1,UN_Habitat_2020
118.180206406485,39.6154440203225,1369,2360,Tangshan,CHN-HEB,Hebei,CH,China,Other,2500000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020
117.18500439479,39.1280039593664,1370,2361,Tianjin,CHN-TNJ,Tianjin,CH,China,Provincial capital,10916000,1,"5,000,000 and greater",60195,1,UN_Habitat_2020
114.559713377326,38.077092039335,1371,2362,Shijiazhuang,CHN-HEB,Hebei,CH,China,Other,3786000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020
112.552002410938,37.8929969295993,1372,2363,Taiyuan,CHN-SHX,Shanxi,CH,China,Provincial capital,4519000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020
116.966997380739,36.6560009517342,1373,2364,Jinan,CHN-SHD,Shandong,CH,China,Provincial capital,4821000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020
113.641785284096,34.7576849439668,1374,2365,Zhengzhou,CHN-HEN,Henan,CH,China,Other,5453000,1,"5,000,000 and greater",0,0,UN_Habitat_2020
131.960439440462,43.1299980515961,1375,2366,Vladivostok,RUS-PRM,Primorskiy kray,RS,Russia,Provincial capital,624281,3,"500,000 to 999,999",60610,0,UN_Data_2010_2020
129.783996370794,41.7840029520225,1376,2367,Ch'ongjin,PRK-HBU,Hamgyong-bukto,KN,North Korea,Provincial capital,0,0, ,60500,0, 
127.433997349184,36.3240000226938,1377,2368,Taejon,KOR-CNM,Ch'ungch'ong-namdo,KS,South Korea,Provincial capital,1517902,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
127.133325290025,35.8166610481876,1378,2369,Chonju,KOR-CBU,Cholla-bukto,KS,South Korea,Provincial capital,0,0, ,0,0, 
129.054987401444,35.1579960381113,1379,2370,Pusan,KOR-PSN,Pusan-jikhalsi,KS,South Korea,Provincial capital enclave,3400027,2,"1,000,000 to 4,999,999",60390,0,UN_Data_2010_2020
126.908001415989,35.1530010793465,1380,2371,Kwangju,KOR-KWN,Kwangju-jikhalsi,KS,South Korea,Provincial capital enclave,1493417,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
128.591001339485,35.8640009585328,1381,2372,Taegu,KOR-TGN,Taegu-jikhalsi,KS,South Korea,Provincial capital enclave,2449789,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
127.460997332028,39.1500000473278,1382,2373,Wonsan,PRK-KDO,Kangwon-do,KN,North Korea,Provincial capital,0,0, ,60440,0, 
125.75700034542,39.0290040222725,1383,2374,P'yongyang,PRK-PSI,P'yongyang-si,KN,North Korea,National and provincial capital,3049000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020
125.762004405786,38.5070040229926,1384,2375,Sariwon,PRK-HBK,Hwanghae-bukto,KN,North Korea,Provincial capital,0,0, ,0,0, 
125.714997283079,38.0400030142497,1385,2376,Haeju,PRK-HNM,Hwanghae-namdo,KN,North Korea,Provincial capital,0,0, ,60310,0, 
126.566001302334,37.9690019193657,1386,2377,Kaesong,PRK-KSI,Kaesong-si,KN,North Korea,Provincial capital,0,0, ,0,0, 
127.728000416884,37.8590039382913,1387,2378,Ch'unch'on,KOR-KDO,Kangwon-do,KS,South Korea,Provincial capital,0,0, ,0,0, 
126.633420337934,37.486242067255,1388,2379,Inch`on,KOR-ICH,Inch'on-jikhalsi,KS,South Korea,Other,2938875,2,"1,000,000 to 4,999,999",60320,0,UN_Data_2010_2020
127.497996334003,36.6350040541062,1389,2380,Ch'ungju,KOR-CBK,Ch'ungch'ong-bukto,KS,South Korea,Provincial capital,0,0, ,0,0, 
126.935244328844,37.5423570795889,1390,2381,Seoul,KOR-SJK,Seoul-jikhalsi,KS,South Korea,National capital and provincial capital enclave,9704546,1,"5,000,000 and greater",0,0,UN_Data_2010_2020
125.313003385606,43.8810029434239,1391,2382,Changchun,CHN-JIL,Jilin,CH,China,Provincial capital,4693000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020
126.567063376458,43.8502140467226,1392,2383,Jilin,CHN-JIL,Jilin,CH,China,Other,2492000,2,"1,000,000 to 4,999,999",0,1,UN_Habitat_2020
123.905997439645,41.8589999808216,1393,2384,Fushun,CHN-LNN,Liaoning,CH,China,Provincial capital,1567000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020
128.168793282091,41.3898119400408,1394,2385,Hyesan,PRK-YDO,Yanggang-do,KN,North Korea,Provincial capital,0,0, ,0,0, 
126.595998359727,40.9689990753762,1395,2386,Kanggye,PRK-CDO,Chagang-do,KN,North Korea,Provincial capital,0,0, ,0,0, 
124.401996315447,40.09599896816,1396,2387,Sinuiju,PRK-PBU,P'yongan-bukto,KN,North Korea,Provincial capital,0,0, ,0,0, 
127.557999384906,39.9140010328355,1397,2388,Hamhung,PRK-HNA,Hamgyong-namdo,KN,North Korea,Provincial capital,0,0, ,0,0, 
125.46399630257,39.4880040615839,1398,2389,Sin-Ni,PRK-PNA,P'yongan-namdo,KN,North Korea,Provincial capital,0,0, ,0,0, 
130.797450402664,33.681860948418,1399,2390,Kita Kyushu,JPN-KYS,Kyushu,JA,Japan,Other,961286,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
130.401990296501,33.5799989714409,1400,2391,Fukuoka,JPN-KYS,Kyushu,JA,Japan,Provincial capital,1538681,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
126.533340288998,33.508196935647,1401,2392,Cheju,KOR-CDO,Cheju-do,KS,South Korea,Provincial capital,652693,3,"500,000 to 999,999",60350,0,UN_Data_2010_2020
129.866004445776,32.7650040309122,1402,2393,Nagasaki,JPN-KYS,Kyushu,JA,Japan,Other,429508,4,"250,000 to 499,999",62360,0,UN_Data_2010_2020
127.692000439759,26.2050029221527,1403,2394,Naha,JPN-OKN,Okinawa,JA,Japan,Provincial capital,319435,4,"250,000 to 499,999",62500,0,UN_Data_2010_2020
114.230115436499,22.3799040766205,1404,2395,Kowloon,CHN-HKG,Hong Kong,CH,China,Other,0,0, ,0,0, 
114.176997333231,22.2740009886894,1405,2396,Hong Kong,CHN-HKG,Hong Kong,CH,China,Other,7803000,1,"5,000,000 and greater",57840,1,UN_Habitat_2020
113.545170297496,22.1992109799477,1406,2397,Macau,CHN-MAC,Macau,CH,China,Other,672000,3,"500,000 to 999,999",57810,1,UN_Data_2010_2020
121.033341283145,14.6499930724741,1407,2398,Quezon City,PHL-NCR,National Capital Region,RP,Philippines,Other,2936116,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
120.966948411715,14.6167020628478,1408,2399,Manila,PHL-NCR,National Capital Region,RP,Philippines,National and provincial capital,1780148,2,"1,000,000 to 4,999,999",58370,0,UN_Data_2010_2020
116.087580313676,5.96724304593193,1409,2400,Kota Kinabalu,MYS-SAB,Sabah,MY,Malaysia,Provincial capital,252979,4,"250,000 to 499,999",51690,0,UN_Data_2010_2020
114.966999442216,4.93299897100764,1410,2401,Bandar Seri Begawan,BRN,Brunei,BX,Brunei,National capital,0,0, ,51630,0, 
128.750004327482,71.7000029735309,1411,2402,Tiksi,RUS-YAK,Respublika Sakha(Yakutiya),RS,Russia,Other,0,0, ,62670,0, 
133.409997358061,67.5800009946776,1412,2403,Uttyakh,RUS-YAK,Respublika Sakha(Yakutiya),RS,Russia,Other,0,0, ,0,0, 
